userID,bookID,prediction
u17832892,b51986055
u79861396,b73813199
u67543170,b51612619
u02505870,b67165478
u25671544,b74929101
u87288300,b74303154
u44243794,b05994307
u40626944,b78990759
u34247346,b20537286
u41558067,b22016281
u06824572,b63271225
u63291148,b10567312
u07440501,b97887852
u05217581,b27179218
u16529761,b90370421
u46157622,b44966320
u74853087,b00192663
u28679879,b70912031
u21034541,b87779498
u44890483,b78407229
u08455126,b95822040
u98459177,b06482887
u12917617,b53321055
u62647861,b57055452
u45876645,b16470203
u06054621,b21196415
u37493641,b03837849
u26188572,b71794852
u50303041,b93745301
u48182748,b49553867
u17030691,b98016485
u50538799,b66261719
u23813169,b47707851
u35715079,b21013059
u49910645,b80952577
u17515138,b67584295
u06562169,b36224199
u99323223,b47854311
u39966095,b49579109
u43838091,b53876123
u93815456,b11292572
u91236660,b66610152
u30566002,b88947899
u29852516,b95822040
u76929112,b15722276
u11794141,b36312601
u16284949,b03579093
u75401805,b75100696
u68892546,b71927035
u28554293,b67030393
u86297182,b71271368
u43506922,b79975924
u45427824,b62307846
u76620060,b53690209
u03008015,b47831110
u45403815,b64898087
u99361143,b16656208
u61626899,b62008180
u31228908,b08545824
u32489493,b69110543
u90445529,b97133251
u65301301,b65558862
u97731524,b60500282
u96961019,b52485134
u02204419,b41790290
u64651823,b94253820
u86852126,b41451971
u44471449,b80203303
u88629857,b82682340
u12037033,b32288653
u81778004,b16263579
u98517780,b86376623
u00634922,b34348391
u73783287,b09049778
u02595835,b49387759
u04169740,b12869668
u61123213,b17064684
u51283337,b51485694
u84525913,b41662387
u39942335,b77136574
u39869401,b68787383
u74606904,b89324149
u46410733,b15682357
u04921752,b67873731
u87893149,b94989213
u74810169,b78392111
u95629432,b67550881
u47340365,b79744110
u02353478,b52842739
u95124463,b72512930
u26262309,b36742728
u61487191,b88978481
u47406715,b52736396
u61326253,b18378777
u10892524,b15574895
u48822662,b45441357
u75473654,b71642432
u51159546,b01714936
u36275356,b09399885
u90048210,b29199360
u83632440,b18902100
u48208489,b75100696
u00089202,b17581033
u14325894,b64553144
u66162303,b66908318
u01123498,b97302773
u18238233,b19657672
u98629496,b07592356
u73789754,b94505837
u61233409,b23711476
u36831591,b41178830
u05809252,b70930132
u26413652,b66416013
u58202028,b93475213
u85874040,b31671086
u41115084,b59383347
u49177338,b88317943
u23801765,b28801125
u14057455,b60142959
u20814891,b33860867
u73528797,b15595003
u13875751,b23760358
u86659578,b31475886
u54007433,b25745524
u19872187,b92723432
u20640478,b76040943
u05995281,b13222925
u11541917,b56466462
u70941546,b62882893
u65313704,b39605350
u18178666,b69001677
u64974754,b28651364
u23099654,b12478342
u67319296,b33989802
u01564460,b36508972
u34823819,b28717296
u00202782,b86966795
u49373453,b43038067
u12801912,b79253970
u34639302,b30494145
u36831591,b43667628
u15294658,b07811476
u00395539,b69802945
u27140161,b62282738
u82561824,b41128929
u08140476,b55111127
u64626460,b07278059
u55759556,b33470089
u85944870,b81115484
u98722116,b31362596
u01510669,b73525767
u61495778,b48968957
u52305813,b56105038
u03926025,b10567312
u01424915,b05154189
u61674146,b52438974
u02310987,b10240083
u08867710,b23738653
u33299743,b88930687
u13015616,b56337803
u21064381,b41876913
u85786442,b80469048
u27022842,b03047230
u74058480,b09399885
u96074998,b19212305
u85190218,b23070981
u11927701,b72750413
u21213227,b19822827
u88295409,b10340684
u84426400,b80730701
u07563359,b87914231
u84448456,b07533988
u05538153,b82426817
u48245658,b52842739
u80501769,b44488728
u26340892,b55488184
u26340892,b25079609
u31270427,b59173418
u08652127,b63894107
u76251939,b08545824
u41528973,b85650405
u92246878,b68993797
u55660182,b34681163
u72175536,b20877763
u51259451,b30944203
u12816990,b63721105
u58155898,b21733131
u36373642,b31285004
u71076488,b89024434
u78900993,b86344620
u48048612,b28530903
u16598420,b60142959
u93017626,b97302773
u65374904,b45609938
u73747333,b56337803
u38222613,b25303224
u05602022,b48860547
u19680684,b42507902
u56190427,b36231626
u60577602,b33298668
u81847417,b28615151
u17055473,b35202318
u93676089,b65442043
u34827484,b42202808
u09399354,b45218814
u63922787,b08004121
u61469790,b32727723
u75035764,b26940296
u02206132,b47772980
u90940277,b58654737
u95529446,b98897572
u27657090,b20571829
u93277591,b65216323
u07537499,b24603978
u64481396,b17652650
u60942440,b97302773
u99391793,b82711202
u40386826,b26385014
u37089385,b06036306
u23214384,b66132701
u17465739,b77136574
u82509305,b20278972
u85279952,b76040943
u92368756,b24116940
u12792688,b60950824
u16869945,b98552213
u08977199,b54689104
u93400866,b89572033
u21052007,b99014060
u34360317,b94989213
u37736995,b59546328
u62106439,b32304104
u79870708,b55769407
u71269798,b13254837
u37415689,b34058133
u12731621,b09902724
u10441872,b89324149
u21475082,b74821603
u75166093,b23492482
u39360933,b12526023
u98826935,b91758795
u61572009,b82148195
u76884862,b29030725
u27647734,b40598851
u53930433,b27289602
u37747560,b58973293
u43925356,b15666475
u96562396,b52485134
u64758440,b26385014
u64355512,b62841431
u81189931,b86254243
u99096024,b04493477
u56850527,b14996107
u07055337,b34953904
u75374846,b74303154
u42463198,b04222499
u10483011,b11516322
u23306074,b80160832
u68964588,b63774401
u39142319,b23711476
u68023735,b07812624
u31226500,b32288653
u33026610,b14241246
u51570709,b46888254
u52120791,b05764551
u69121211,b14632405
u29617030,b89828055
u37000452,b82757636
u66555010,b68725737
u48368857,b14608214
u00417370,b01714936
u22713280,b48033604
u13082043,b43253434
u61269446,b45742693
u97896188,b53423202
u23158035,b26385014
u20947133,b75798712
u21432155,b08203039
u53107776,b19867465
u58054645,b54907466
u63267387,b92071779
u99863911,b80294058
u01273388,b78565713
u26384969,b38850631
u99020810,b09589765
u96387203,b58973293
u73829497,b91712126
u43508117,b89745317
u06477400,b75100696
u75636390,b28942881
u03738218,b50303591
u40123486,b02653820
u34605664,b96858256
u66626409,b34681163
u35105759,b60324633
u12123643,b77502182
u79909732,b88121768
u60022924,b86603263
u68511836,b31362596
u70262521,b75219215
u86564889,b88947899
u79080984,b39664275
u10590267,b56172666
u75312250,b77675822
u56767946,b64424298
u07889805,b79619792
u26550736,b24276994
u05886462,b01270427
u69343566,b35893416
u87291864,b95113879
u13184825,b79253970
u37003892,b89115141
u25010622,b49847096
u17619016,b72027832
u36406172,b25811713
u47606079,b48339814
u11040845,b35202318
u33443154,b46345177
u63938718,b42371178
u49469522,b41658600
u71709665,b31475886
u01170258,b40151793
u56882102,b38399229
u00572577,b41607302
u93269182,b70805495
u72206353,b17064684
u40905485,b07278059
u83452758,b55180043
u05415632,b87874068
u23151353,b72304066
u17939372,b14851058
u32610240,b98126907
u15513950,b15574895
u34395652,b85930360
u60238606,b39941601
u86785252,b62592241
u77114115,b77508650
u47322814,b78008834
u87358127,b44108993
u43325773,b64932806
u09756227,b62853608
u63897285,b19867465
u08819289,b41341679
u09618133,b08878060
u04483430,b67956548
u18916740,b92943233
u98668723,b44108993
u35574942,b57528832
u80532603,b16231894
u27228339,b73660872
u55600701,b86834511
u45545047,b09317112
u34639302,b33699537
u85444164,b42749067
u21907059,b52580354
u58968072,b80294058
u46079307,b05292828
u18256938,b48931794
u70910204,b73177551
u14104146,b40128170
u87884508,b62003276
u05006251,b08180481
u21238072,b13298774
u11614931,b61797502
u91082942,b94907376
u56739270,b19168659
u66538823,b91102051
u96204671,b86355152
u97245355,b22879567
u02372477,b17741315
u32123906,b33375918
u47634864,b70912031
u28507242,b27137634
u54452343,b33110278
u47252808,b52429342
u86310959,b94467197
u61697759,b96756396
u91367050,b78407229
u59139593,b74592547
u49100654,b92017783
u51528375,b54043673
u17736484,b51483012
u94254017,b42373487
u79558973,b09049778
u79151084,b76645531
u81834592,b65933939
u37788316,b82713614
u59388469,b05231805
u09825322,b05540735
u48213464,b58973293
u66387420,b83439687
u35073539,b89572033
u77872197,b33903888
u61173371,b29576446
u07474894,b71599980
u28111404,b19867465
u55691417,b92037806
u48759176,b26385014
u41520063,b20307920
u08829420,b83214492
u09845174,b07831192
u00163342,b70912031
u76273490,b10264575
u10368899,b11721138
u56513076,b42349213
u29697254,b09979253
u40353011,b92457365
u80738904,b18591671
u24350663,b82150877
u45819499,b78275112
u56850527,b79124168
u27907344,b12526023
u97330462,b42920311
u27350623,b49708412
u19394645,b94080022
u63340381,b58973293
u55985057,b39941601
u73869827,b93164941
u21927923,b50346968
u32804050,b07278059
u53890501,b78183028
u51822020,b38141876
u39781443,b34681163
u12470065,b68986624
u25275900,b47854311
u62851480,b84239754
u66285055,b86788370
u44431121,b37664187
u85196109,b36265270
u81593383,b61149027
u15566571,b45609938
u20358390,b98954571
u55497016,b32288653
u12648340,b51375738
u83315234,b21733131
u64580809,b55690375
u43488884,b28213232
u45707540,b58245723
u57652846,b86788370
u35997396,b73525767
u04779285,b10239804
u61603293,b62325202
u31176436,b76040943
u26502416,b16577739
u05744998,b79928088
u38499079,b27702770
u69716250,b36766414
u98818379,b70664431
u18800722,b86889066
u76073333,b06167371
u13318634,b56337803
u55715507,b28801125
u66047398,b82203807
u41477965,b04493477
u34133701,b56662995
u40924480,b47096249
u11191096,b43699450
u21815060,b46064947
u35610640,b07611214
u31580524,b32342963
u13200012,b45609938
u50415938,b79638358
u07303042,b69155228
u31423655,b63778311
u21820241,b70912031
u16968013,b46891479
u90525983,b67380674
u69463066,b79686261
u85348255,b39837030
u52027995,b36972912
u66408591,b13094463
u84999389,b05154189
u25300164,b90765666
u04622054,b54499051
u43943536,b24413532
u86688725,b71069695
u81887613,b54878424
u01674789,b50443121
u76081209,b08026552
u64468449,b80506673
u27777601,b15439387
u78277147,b34792889
u80365009,b42065988
u26480193,b49553867
u85396590,b72863745
u59486322,b07896177
u88529568,b22893821
u34552765,b01355050
u43506922,b70912031
u66008419,b29576446
u16846255,b25479999
u53496611,b45609938
u74892810,b96783065
u66337033,b49709344
u85533575,b15083656
u62410124,b29802159
u09297797,b82148195
u77331858,b60484296
u61749479,b09049778
u18202565,b56466462
u02600265,b38730188
u43488884,b34532370
u86661971,b62290283
u08239235,b19892880
u66439774,b95000069
u63856739,b64538575
u46569578,b90840036
u25124540,b19822827
u64792390,b23760358
u99668182,b08135061
u03803342,b62292824
u61861174,b37073691
u70872604,b82853645
u06377720,b99281520
u15790044,b49401737
u60322366,b70912031
u42229875,b97743780
u09031290,b34348391
u01510669,b83003028
u85501764,b53441262
u65417193,b86788370
u86789424,b99145398
u36604453,b40151793
u78684410,b73022629
u03078319,b89860106
u02388706,b79928088
u78348576,b35202318
u17623134,b61123120
u03870296,b00278122
u01994828,b68095955
u49305845,b50443121
u55526249,b82148195
u67254919,b20252762
u91614054,b32521851
u27711397,b93144241
u25578359,b86547231
u52897199,b42547638
u20432143,b71109628
u57566751,b17773724
u89542204,b82086075
u56553394,b52217488
u26918913,b31362596
u46362702,b67584295
u61404340,b67550881
u54651408,b80625075
u00000114,b93997659
u15192312,b72860992
u64561428,b68456479
u13072446,b88597012
u64911250,b05213070
u26608783,b13298774
u61957625,b52842739
u08904251,b05154189
u14921259,b04384885
u76453247,b42749067
u06980858,b18591671
u76073308,b74504784
u54330762,b95302782
u55657896,b42977080
u14464893,b52736396
u04418342,b83882616
u45227505,b96980363
u32234688,b60875236
u84286118,b41451971
u66562984,b22242111
u34615241,b56105038
u23568540,b09049778
u77141297,b13540873
u31356024,b75880737
u59344445,b46312782
u49279882,b70912031
u20778779,b56105038
u64120916,b27274191
u73523973,b29392448
u75488682,b98782986
u77413236,b95371334
u56200231,b50443121
u94003041,b93745301
u65985143,b50127254
u69325692,b34348391
u37503638,b43699450
u99200402,b18591671
u00089202,b73176165
u03028767,b82793590
u21719540,b29921261
u64418709,b90174434
u40481122,b00524153
u43465165,b52580354
u46981047,b76907880
u41894232,b32394996
u95274588,b03961467
u00765367,b57528832
u54924048,b12894375
u25275179,b03946791
u60986005,b61430045
u27657090,b58047773
u69836498,b02510280
u71259313,b30342653
u28815387,b88947899
u01436591,b52929604
u95931755,b76670139
u55036193,b12192381
u71246645,b91370850
u39565933,b39903678
u76938964,b74821603
u49666140,b12870754
u97610179,b80124239
u00352482,b35186530
u60861475,b54781444
u98010533,b51332181
u68835962,b46271044
u79260852,b19483433
u37592896,b55594839
u29073625,b19822827
u16738008,b66191127
u62657399,b84395187
u31877325,b35693434
u81170924,b18056133
u26240208,b05540735
u86700844,b78340580
u25275179,b47831110
u50212849,b64609180
u02603577,b82221619
u42094279,b48672624
u92295412,b72027832
u34884496,b82150877
u43971211,b64588501
u91590297,b78340580
u88291196,b15847411
u15396837,b74484819
u60331535,b17347267
u01451218,b40513604
u08037267,b21349423
u06136307,b76040943
u78140738,b23482469
u02359050,b11179371
u56647191,b41178830
u93989838,b22242111
u01813815,b74821603
u48468579,b55111127
u48951671,b18389913
u65236118,b79975924
u63873965,b14632405
u83431794,b79098002
u59777569,b64609180
u87343513,b65558862
u35009080,b42435031
u88580861,b93745301
u51584990,b42283267
u43080490,b39989034
u01561837,b14338293
u69841460,b37504309
u99143146,b60484296
u80943860,b34348391
u10943082,b95835140
u00089202,b60584705
u35516027,b04767223
u12084507,b83795179
u20775179,b61372131
u80588494,b82023182
u12470065,b71643000
u42097019,b88947899
u52092621,b80070869
u85577626,b00278122
u18466008,b07378867
u22072123,b98654472
u48472026,b99620979
u73992112,b29576446
u42765660,b86376623
u66729992,b10080165
u72548715,b21674268
u22300159,b05115658
u05509310,b23360099
u99538445,b09979253
u90316570,b50070819
u57960399,b55900719
u95668652,b14304119
u98475686,b80615876
u21711148,b95785803
u59334602,b40598851
u95442675,b41726148
u67459374,b07812624
u75525527,b38237569
u12603718,b64083844
u70511144,b14836170
u81613825,b66018154
u83685477,b15574895
u00749507,b10302742
u58155898,b91269563
u22760437,b29802159
u48602719,b10802038
u72116019,b78407229
u82784125,b63921929
u62525323,b14996107
u16113806,b15642417
u93044694,b71599980
u08088480,b17347267
u15695801,b70912031
u33987018,b21153052
u27804338,b31687952
u14983864,b56662995
u66224403,b26847239
u42765660,b68959843
u20304768,b20952930
u81289277,b08349503
u14321263,b29030725
u57372506,b12192381
u09597711,b60484296
u41539817,b73703618
u75892966,b10567312
u37594263,b74821603
u07494141,b14304119
u25777663,b20231888
u08727396,b44944170
u44811009,b02624512
u10134384,b55690375
u35134876,b84216708
u02675213,b14338293
u91000550,b99983531
u74486362,b18562445
u74138903,b98545244
u26306330,b70715493
u28345292,b20358707
u30118092,b65216323
u40866278,b88317943
u19856012,b05472704
u82148771,b52217488
u50163382,b69110543
u13941508,b12466097
u97396625,b36185570
u19912887,b12460704
u31378328,b77201589
u82352621,b09049778
u85954160,b03327473
u21437882,b24365008
u05332156,b46888254
u90243320,b15595003
u07313948,b26385014
u05152083,b23369233
u83216529,b17187529
u53602301,b60484296
u16439661,b37657413
u55544163,b67165478
u63147353,b84216708
u81388884,b69110543
u32184173,b84770627
u42091392,b42903412
u12869842,b97371893
u00560531,b43253434
u43998364,b75608185
u85201394,b44887521
u14357571,b22138480
u73443758,b24837570
u10921824,b28981063
u06479408,b83439687
u57136295,b28024225
u34165507,b79928088
u86818821,b05231805
u63750776,b08349503
u90745891,b98844131
u35609837,b67349713
u53601575,b64124445
u64939840,b98034668
u68961769,b76793631
u99828225,b09419504
u07562287,b31494232
u29078035,b62853608
u42702742,b04797457
u55116037,b17906067
u47420838,b82148195
u22001970,b82203807
u64811285,b33381231
u19766440,b83439687
u93401820,b00840923
u59082878,b78768152
u37444552,b08878060
u87687063,b89141222
u76296850,b91302109
u33645330,b63532485
u45577008,b23029053
u09862214,b37539465
u54190271,b77201589
u48485181,b82237545
u72995370,b45954724
u66513427,b24319159
u73951665,b14392040
u72647441,b08004121
u36275356,b66416013
u57478950,b91130757
u70199120,b47577328
u08652127,b78457511
u82285840,b71271368
u72102241,b26924525
u24383232,b36224199
u74615612,b70441162
u96201358,b58973293
u16269292,b96064020
u51578155,b78848964
u93434151,b52648851
u69877779,b64858692
u39627331,b42749067
u97326899,b95128552
u29730076,b21742116
u87844233,b69867088
u64651823,b16231894
u90430308,b04822506
u39896921,b74929101
u91984257,b04797457
u40918963,b15466237
u19359999,b11689530
u09176537,b36503628
u99473925,b09049778
u36151340,b07378867
u80790488,b82148195
u10603381,b06802134
u31010308,b26138336
u65105537,b46139942
u04493779,b66908318
u20490525,b13298774
u92595296,b68605354
u15115958,b84419405
u58044618,b55479304
u64675386,b69089192
u77663878,b74821603
u99526535,b21699056
u28063010,b19310775
u31226500,b82148195
u88755038,b85845409
u78072564,b48676763
u84545452,b10138940
u55286595,b52736396
u13272452,b05487017
u81172874,b02278324
u59497814,b36030424
u35796939,b06439034
u06088291,b82924906
u45860108,b93745301
u24498632,b06167371
u52408734,b32727723
u02676654,b04080365
u74823655,b55916323
u13551955,b22879567
u89789555,b08349503
u74112977,b72782535
u92357250,b93745301
u64094892,b62396194
u94109531,b99210585
u53768938,b07611214
u69228753,b85459545
u09558163,b36185570
u36078174,b73113066
u24956899,b61694785
u07300183,b62486692
u10094684,b78275112
u02609923,b72782535
u31255547,b58973293
u56474810,b63246630
u90376447,b56373143
u74384422,b07925447
u36294212,b92522693
u82207638,b74443023
u94448754,b30996830
u59675957,b72708439
u12869842,b36914684
u62665871,b11179371
u95045358,b13298774
u99411811,b02061575
u66337033,b68181496
u67154326,b18469261
u71133221,b46966835
u59465590,b17525719
u23386360,b76321859
u59877007,b45502382
u96542512,b67390269
u50088550,b07500263
u24531963,b49553867
u26827660,b06167371
u93725040,b33860867
u45593712,b79124168
u80148355,b76040943
u25275900,b33302288
u71672017,b51177311
u10857286,b22100329
u18289126,b83328677
u88119621,b02688310
u40631444,b36231626
u55995722,b79601676
u61720708,b20830788
u26757198,b75511430
u43993729,b82148195
u49679213,b52929604
u73862139,b64584903
u94527726,b34345328
u19176508,b66191127
u64835702,b56105038
u72905804,b36465673
u65344269,b48404169
u74792319,b36066654
u90609631,b52929604
u68904768,b98630806
u92532954,b78275112
u08355920,b92338731
u45314163,b21557753
u83329456,b01376671
u19680684,b74821603
u27693579,b63666979
u06855324,b43633278
u55628505,b03946791
u17995223,b50274772
u05561264,b46584434
u66604369,b98042514
u73862549,b68217888
u30937815,b00793888
u36687641,b67873731
u46006824,b52339175
u22596457,b39337488
u89456247,b46006537
u59864954,b60823162
u83090596,b95800909
u35615282,b37291845
u27686873,b97253350
u66546403,b25847150
u97456880,b95302782
u09379499,b41331137
u74047130,b04797457
u58578524,b80294058
u20503477,b74950254
u19388591,b79928088
u96569995,b01714936
u95991736,b79975924
u52172041,b33230428
u39668859,b07453967
u63828406,b72304066
u94248857,b96744826
u65238835,b16024414
u80499659,b03946791
u84435633,b53876123
u81574368,b20200244
u44398147,b77938489
u35552012,b74511960
u40902965,b64932806
u41870835,b63647498
u28580032,b75219215
u77772024,b70016806
u49734224,b40598851
u30819579,b59126161
u88692918,b98256804
u94920009,b86031709
u29402755,b84494926
u33521229,b22652791
u59753134,b03227198
u33274822,b67584295
u03911122,b35067156
u08249775,b35067156
u66149038,b85321421
u32664682,b36312601
u11309798,b15574895
u46120347,b52929604
u95235631,b39903678
u87374542,b42749067
u64398303,b29576446
u23112355,b10567312
u38854826,b92723432
u02867072,b07812624
u75035855,b29802159
u39494240,b02700450
u86586216,b08545824
u81965885,b42065988
u32114573,b25678098
u61441468,b70912031
u48885268,b89449410
u43353818,b30429288
u90686361,b46312782
u51410403,b39709801
u61626899,b79640364
u85611233,b48277417
u95688596,b95000069
u90253812,b66983425
u26453861,b81697368
u24906720,b89572033
u65380031,b06237723
u58086523,b25811713
u34644814,b06167371
u64140187,b19400098
u21306609,b52485134
u57026205,b52929604
u94895228,b60484296
u31111593,b39081955
u79201024,b17574946
u78142980,b13279245
u74810169,b08545824
u58275123,b73813199
u33243372,b25811713
u94501243,b26628253
u07240369,b34740941
u86169008,b46139942
u59612807,b52842739
u02092550,b85323459
u48174548,b26371791
u16818612,b52648851
u11067741,b39501581
u50722975,b20252762
u04887454,b56105038
u07317934,b03837849
u47782483,b12526023
u12200090,b59032154
u46473683,b14547631
u39513699,b26937304
u94861664,b70664431
u63514169,b86785429
u06177577,b29392448
u85201394,b42977080
u41864743,b57055452
u09329935,b39081955
u13395356,b50384790
u27499092,b67877559
u46410733,b68763841
u73155609,b08135061
u62669458,b46584434
u22949708,b29618673
u90757878,b21231766
u49807892,b77265663
u81439265,b61970919
u20289357,b04374540
u28060673,b34953904
u80670774,b96367742
u39949949,b19363346
u69638581,b20537286
u85882320,b14207328
u25800280,b38383821
u39513699,b74821603
u97768008,b09419504
u68761177,b73131708
u27452728,b62363500
u41558067,b07812624
u34286784,b75851389
u64468449,b24365008
u79481749,b08233764
u05658677,b55504448
u82532497,b53474474
u47958749,b69780126
u45436164,b11179371
u76938964,b72377040
u74047130,b59721679
u30889615,b67584295
u64398303,b36851350
u22072123,b28927044
u28391854,b34755064
u42771555,b70930132
u46569578,b33110278
u06566592,b58888536
u73964097,b28651364
u70782918,b42687771
u42599779,b96921455
u37933176,b17581033
u24851754,b65629315
u24442150,b85321421
u40818252,b04094905
u72311202,b20684073
u55003901,b69314705
u56108261,b19822827
u22558019,b07311339
u14740912,b95869688
u14492955,b90140067
u91050971,b82148195
u50260935,b88947899
u72951243,b22879567
u59573039,b70594592
u01372079,b54878424
u25339594,b51573020
u06591217,b39738718
u10665625,b42749067
u82397227,b74020247
u51014688,b09555289
u96234652,b16365742
u71961837,b71207627
u88903696,b11481995
u94919181,b52736396
u05786215,b19867465
u16527657,b86499822
u92300325,b42349213
u45661636,b18562445
u38678248,b34532932
u11812235,b42977080
u48128057,b57631671
u89152618,b56970025
u85032352,b32288653
u35868108,b15847411
u17377715,b32751556
u62812120,b79673345
u26119989,b12526023
u08249037,b39238354
u38011250,b29576446
u94543319,b17741315
u04190779,b18147526
u48846323,b40598851
u40217898,b38802705
u61045125,b84266529
u51825352,b72958271
u63121742,b26104451
u31290545,b88261609
u31255927,b40128170
u83162402,b39125372
u33386285,b61292623
u16348497,b86132526
u34952011,b89251739
u74134855,b06167371
u99770618,b82148195
u67505543,b58230280
u11988530,b87068336
u48151858,b96783065
u28531736,b54161431
u19155146,b95822040
u83195899,b07857410
u97705822,b72860694
u37139448,b71599980
u56922259,b29505914
u81118317,b03047230
u08637395,b93745301
u03228753,b84892512
u83363542,b36185570
u02292336,b92820276
u29817491,b10751789
u68025819,b75851389
u49948103,b95681606
u12154554,b35067156
u31502616,b67030393
u45020171,b08180481
u16940554,b36185570
u63453333,b87404127
u91972295,b52013289
u33130744,b68622451
u00988397,b10949180
u60047911,b14476018
u37357479,b15574895
u45935397,b65216323
u31055737,b68325129
u17202002,b64609180
u56519739,b07855606
u54425027,b54043673
u89855981,b07812624
u19742889,b47344151
u65800498,b89115141
u13206002,b85255296
u57209684,b86785429
u00259506,b10806666
u51674834,b38240457
u88394229,b27787131
u80479807,b53423202
u81798559,b20761941
u37429165,b92631370
u07225004,b74528523
u10671674,b29576446
u86854003,b78647061
u50092737,b62718965
u52151387,b13831846
u03078319,b06073707
u26988846,b20071798
u84213365,b51018612
u45208527,b78008834
u50219137,b78180005
u23801765,b41361390
u24499403,b79619792
u23358116,b05231805
u95231297,b44745371
u50351808,b63882385
u57649311,b58973293
u41536743,b59349150
u32625877,b80596244
u60517190,b40311154
u03961265,b16024414
u18126271,b22504420
u81892290,b77948897
u04472363,b69294942
u39111176,b24751294
u08495345,b14113125
u86398214,b49721309
u71378804,b98294810
u63798214,b54851751
u36104855,b67894914
u04739620,b93372318
u96139876,b68725737
u17547243,b88863965
u23368163,b83003028
u74565740,b20048021
u14527179,b07311339
u14968690,b03047230
u34478688,b42977080
u05171843,b40151793
u67094708,b57167994
u25766361,b42227543
u48525144,b04384885
u98044891,b01544730
u00965281,b74929101
u95427779,b57528832
u39223138,b86843272
u94849255,b43020589
u72116019,b73266123
u24724060,b33699537
u48485181,b80808063
u93770199,b06167371
u21032666,b34953904
u57710835,b30494145
u03358313,b62282738
u57843861,b66018154
u41707737,b54791634
u87662659,b46271044
u00542280,b71887242
u52027995,b92563633
u59287004,b62223240
u69950090,b40128170
u60283056,b33084179
u59283610,b91648936
u96576368,b06167371
u78139567,b93745301
u24575138,b76642772
u35379244,b65375874
u52468703,b43914262
u54987890,b54369491
u10591711,b07857410
u32073961,b89572033
u78647159,b08984498
u21985161,b19118320
u89614213,b61924457
u54123292,b79928088
u17638914,b53201085
u81847417,b04634033
u97687464,b79253970
u51733361,b74442841
u78686686,b44944170
u18386477,b35526856
u64241535,b97371893
u29099642,b68297715
u97057769,b06167371
u94468127,b93745301
u36329394,b31687952
u13997223,b39916665
u58549394,b90171057
u03476582,b20790379
u65868037,b74592547
u27691210,b16000102
u20304768,b32345857
u30317376,b86678940
u55509158,b43196456
u42410613,b66191127
u83831451,b15574895
u38812827,b75611519
u92890643,b05376454
u90303198,b78340580
u92270400,b09101227
u85707034,b93241768
u66832018,b00278122
u31751774,b44870768
u92944764,b20071798
u96265430,b57528832
u24762774,b59932507
u82114895,b56779366
u12889839,b76982320
u20241087,b09049778
u20031403,b64988737
u10476887,b57002888
u93017626,b52842739
u89980035,b86547231
u05147692,b34463991
u77746175,b83158521
u45317574,b02766522
u34007459,b73131708
u75313039,b39088089
u96781147,b31988440
u84965469,b34681163
u31797171,b21674268
u70054227,b26848897
u10247652,b11689530
u47937032,b08166228
u79559894,b86376623
u75646373,b61612092
u89144204,b31362596
u88064250,b88947899
u20409355,b71794852
u90972153,b88947899
u30287016,b95822040
u51478724,b93745301
u91428131,b65629315
u56542859,b93711721
u15325951,b92598217
u93457271,b21810982
u04472363,b59590704
u05296785,b23760358
u78890347,b13831846
u84150076,b14547631
u12476251,b46584434
u28494446,b19733783
u94692092,b26385014
u78882211,b79928088
u40116946,b78156277
u51024807,b69867088
u29594826,b11338586
u38282175,b31988440
u64180998,b92017783
u24534509,b09049778
u72725318,b82757636
u56884739,b33798237
u17832892,b33849296
u05449846,b50070819
u40476353,b29392448
u88229797,b85484150
u51977827,b69110543
u37498390,b05231805
u07977672,b03946791
u92336880,b66191127
u71506103,b45594562
u13036738,b41399471
u44100063,b89502935
u27489398,b92631370
u05416261,b38850631
u76990899,b77508650
u59753134,b02037149
u99065128,b86376623
u77294996,b29802159
u93965296,b46452411
u41144440,b93695514
u30395909,b06167371
u45099992,b93241768
u76042716,b06585376
u22540162,b76932568
u92899554,b46584434
u82828380,b57283428
u94503488,b07533988
u29298560,b69989437
u31885698,b24559847
u71948949,b41681847
u30404673,b26807998
u09404862,b25847150
u30317376,b22727265
u61006394,b67685364
u34037750,b51191220
u69730614,b26385014
u17452943,b22680910
u93904884,b32751556
u79194319,b31988440
u57784472,b75393483
u02456486,b08349503
u45251095,b21674268
u76314777,b71599980
u54605462,b08004121
u04655292,b82853645
u65072106,b61372131
u01459017,b20830788
u72392993,b86896365
u01121757,b08772988
u83580686,b21674268
u87871756,b28981063
u31284201,b37657413
u65807817,b90005045
u16318665,b54721829
u47660947,b28801125
u00395093,b79124168
u82753211,b19153924
u08867710,b39614912
u45073844,b63271225
u14613069,b88947899
u17437117,b21674268
u25866990,b15664991
u12539379,b81770974
u03389170,b31362596
u06042879,b80506673
u55403460,b32288653
u91182970,b57002888
u46480228,b78340580
u25115908,b05154189
u66606901,b69989437
u24816032,b79928088
u69266769,b42065988
u51777510,b77675822
u13602502,b76305437
u23020196,b68998721
u76864461,b15971576
u93620003,b47344151
u22903105,b74821603
u17052408,b20877763
u68319098,b23029053
u91687680,b83638329
u01273672,b91229724
u81363858,b86953452
u39781443,b47990473
u63855362,b91712126
u72015549,b38589234
u24176281,b33867495
u29817491,b37363405
u84320725,b78425493
u06298421,b65861714
u48468579,b74528523
u30016314,b85587271
u34411200,b05154189
u18301940,b70462009
u33518140,b51553763
u56190427,b50384790
u17202002,b52929604
