userID,bookID,prediction
u37758667,b99713185
u57537368,b16402964
u84630633,b89184046
u79014523,b33091876
u73864626,b31928032
u93206170,b26032564
u85383527,b97253350
u64043888,b78457511
u01564460,b80687283
u72516573,b62240285
u86989016,b34681163
u35896108,b94889574
u92044571,b67327791
u47458970,b80067019
u92224973,b33935257
u40061336,b35364489
u36007294,b24751294
u52653786,b07610148
u00470071,b55042554
u59981645,b84930917
u89232821,b27590640
u95255205,b24559847
u24283348,b33108735
u53535109,b72854911
u22704178,b19855383
u95116043,b77508650
u01396828,b79640364
u40152352,b95002695
u45099992,b46652937
u16327776,b42227543
u14322787,b63785328
u93917517,b55135376
u89344281,b11284653
u07579133,b65375958
u21008173,b74511960
u71506103,b57431318
u37993532,b24247877
u10454293,b19521996
u38648908,b52329323
u82515184,b42349213
u95279259,b52842739
u94542189,b15038153
u53228885,b46006537
u43828693,b88261609
u47023092,b07812624
u07126204,b24837570
u95629560,b57456554
u28904347,b06292768
u60854291,b86574556
u11025495,b11089852
u33863042,b48571508
u75985077,b19847589
u36958270,b95269354
u21437265,b22409558
u32542622,b27977641
u35544625,b97152132
u48323965,b00278122
u83526153,b01714936
u91947449,b82853645
u61391275,b42242454
u40610216,b43874923
u11577442,b98092403
u07681751,b39989034
u61669702,b08004121
u73622960,b11909591
u91486437,b59032154
u45365879,b50581040
u37991172,b06036306
u62783053,b13890679
u65447261,b06831882
u58109862,b64898087
u41931240,b17581033
u67378864,b77628606
u73871020,b42521921
u92793610,b73543635
u97257468,b27977641
u61006394,b19184695
u12606056,b72827993
u49852814,b61511295
u22217496,b08180481
u69361944,b93745301
u39896921,b72572643
u98761834,b59060758
u22563438,b84004598
u19423120,b12920844
u12196610,b70783140
u14026962,b64538575
u31539488,b02582153
u27192610,b52736396
u03847697,b68325129
u82878248,b40980078
u62525323,b69164021
u76168285,b42313805
u20656909,b82679092
u54772224,b78156277
u60659511,b29275769
u56121255,b97160170
u05523880,b94253820
u44015280,b23760358
u11276499,b43196456
u60761417,b68674805
u44181165,b73846054
u60382907,b27942222
u52689970,b37657413
u77806803,b33857677
u11644181,b70342723
u99454356,b93997659
u63343308,b02061575
u16113806,b56751792
u17550007,b10314135
u09455002,b54342830
u94698458,b52523183
u22012990,b12466097
u42253609,b90891500
u60570863,b89407525
u66285055,b12091978
u41753910,b09365531
u03223686,b82853645
u75422915,b28182987
u98735021,b00513122
u44170572,b69485720
u38280585,b10573448
u25244754,b57560785
u17180588,b68725737
u29458280,b29487581
u49400246,b11291481
u45808534,b42920311
u19843244,b66379670
u64987083,b05115658
u92224973,b09979253
u95235631,b45797836
u15778147,b55852933
u07219081,b88261609
u32176609,b03456449
u80747777,b15595003
u13493081,b07278059
u35984579,b89921216
u40386826,b04374540
u60761417,b34722438
u36226151,b77915857
u31378268,b77049201
u83216305,b74263402
u40728797,b16470203
u02621504,b12003758
u50345815,b87365309
u04306461,b37664187
u49729340,b02984754
u26534803,b52227953
u76433068,b02880533
u45577037,b38446717
u64009305,b39912896
u24784285,b62290283
u19072842,b96751354
u36184855,b61386072
u64451348,b21674268
u49805422,b96661420
u34367497,b70021124
u67857862,b74002772
u30573224,b09399885
u24144842,b34910756
u59082984,b52842739
u43767789,b51332181
u45728403,b66807473
u43951342,b42571590
u45985603,b03671144
u98576989,b04947348
u77043977,b74790797
u68807049,b66261719
u58821975,b33470089
u68732938,b51030315
u05152083,b47365831
u01662164,b68605354
u40305243,b25097462
u74934384,b16404249
u76019670,b12151882
u18638409,b46728002
u89336054,b77265663
u89089165,b66908318
u79099640,b74034107
u00672745,b33375918
u36011321,b47990473
u11757218,b09667379
u75453840,b08004121
u95196001,b79083587
u97517177,b79230811
u29110876,b93639236
u40300755,b19139371
u20814891,b79047763
u93687210,b81323559
u92720202,b18601546
u29968873,b38609587
u73050260,b19878321
u37993532,b50425922
u40997527,b38905954
u18442619,b95816463
u98793006,b05334612
u19042551,b64348200
u91067004,b83206128
u50521362,b96313069
u47623173,b39941849
u10216126,b61081711
u84678486,b32342963
u32186578,b87439329
u61489948,b31630394
u43473028,b78138072
u77768269,b97240424
u21121975,b70004242
u32677079,b59427381
u84197261,b82853645
u88548961,b29802159
u32473395,b63337836
u08169589,b51839247
u64939840,b77265663
u02742084,b78425493
u57565666,b28207224
u12863900,b88949884
u56146086,b20005658
u42985290,b38424653
u01561837,b20146989
u60740150,b38169039
u49457857,b94265511
u35326165,b02688310
u81581541,b63246630
u92633571,b78008834
u38551680,b75286945
u14620992,b33550237
u60256387,b52244646
u58039967,b80934346
u17475395,b10299423
u19714397,b52974279
u70712835,b31365966
u87571281,b91561409
u96113934,b77333717
u28351284,b30030036
u93815456,b32970530
u36867482,b70342723
u51817190,b79253970
u38308121,b98824412
u55608621,b64858692
u46697175,b79641805
u90311281,b42242454
u66379081,b48052160
u01035671,b22678961
u31119656,b17187529
u60570863,b66468678
u84960512,b33391853
u39840907,b47346895
u17575609,b76982320
u07219081,b86376623
u29854296,b15174884
u66568823,b91868123
u64714864,b48279541
u00451291,b77628606
u22654409,b62616243
u31392197,b41227312
u90940277,b62008180
u55218346,b98676746
u69326856,b33091876
u85546554,b88380822
u88346386,b33470089
u13891964,b82942526
u94486693,b53332533
u17621018,b17679378
u99012360,b64606491
u06064862,b80615084
u64300581,b97219866
u98915213,b12151882
u89607661,b79815294
u56452808,b55164903
u83396364,b22105612
u82027049,b41503394
u36887757,b93508728
u65441971,b82592257
u48000516,b70370664
u59851955,b00296857
u16916470,b29139621
u24395626,b18939723
u44824222,b03456449
u42437330,b86889066
u57992584,b52424973
u56356361,b16474359
u43467466,b12151882
u15097490,b74915270
u33115808,b27818520
u87100255,b69867088
u11393996,b57002888
u47903593,b58947933
u35376679,b44108993
u36730665,b93997659
u80748350,b77508650
u82167016,b36766414
u76112556,b38730188
u13331251,b67967555
u16869945,b98863746
u64165144,b86843272
u42699866,b67231121
u40893871,b21742051
u11361239,b60484296
u71395714,b16792882
u23407472,b59349150
u00572577,b68526080
u14204359,b59273187
u57324710,b27155904
u44745846,b03579093
u69973926,b66664015
u45432198,b56954460
u14921259,b22078248
u97061700,b74511960
u14519088,b50932792
u78754661,b49756705
u79638833,b84961403
u66047335,b64584903
u28886749,b63778311
u16869945,b90089800
u19766440,b26635003
u99866287,b02582153
u77599831,b11752294
u92899619,b91705685
u03847697,b51553280
u71125128,b21153012
u04025129,b04222499
u93815456,b55498630
u38062154,b89501789
u66405862,b52217488
u32423960,b68047806
u13072446,b72160759
u22635990,b18939723
u09797759,b30195280
u66965834,b00255011
u07921096,b27960231
u26401746,b71590266
u42379341,b01428640
u39028752,b36231626
u26772218,b04797457
u06624257,b13517988
u81494053,b94732784
u77038055,b71904117
u68046015,b29031862
u50735104,b55038744
u96618159,b16720980
u15960196,b75219215
u09011748,b71069695
u40475135,b25725931
u50163382,b42283267
u75525527,b72377040
u32123906,b46271044
u20851233,b56784042
u01187637,b93740496
u74550194,b73712332
u00679468,b14476018
u29298560,b29618673
u53346916,b33391853
u74052290,b34681163
u54820031,b46006537
u66661895,b33924075
u96493512,b09049778
u89657234,b31515038
u24858160,b93241768
u79909732,b19830299
u65686655,b91561409
u21110986,b14145641
u79044566,b59274679
u51519392,b21617094
u35585970,b21679094
u07820258,b07812624
u96668941,b72988737
u26585645,b00013077
u70736453,b61143735
u85290778,b86284485
u35536417,b86795542
u01638195,b33276088
u02035007,b66018154
u30202000,b10369117
u29467060,b66664015
u52380539,b31362596
u83526153,b77333717
u30668417,b36187300
u17844283,b18579267
u50786175,b74591012
u64704333,b91658325
u17736969,b78330112
u35648645,b84098191
u26506517,b60426433
u05561264,b01428640
u18395998,b15824026
u40835072,b07631811
u00261327,b34448794
u10076081,b33699537
u07777171,b80741218
u46547872,b70912031
u35632726,b12526023
u81841666,b24660960
u53098970,b83765881
u18078448,b43989862
u52697737,b57276379
u65261372,b25079609
u09797759,b09365531
u85054674,b95099055
u88956246,b93745301
u13331251,b51534871
u72392993,b57283428
u22360942,b45673649
u13331251,b20970215
u54840543,b57106359
u83270826,b99104832
u30152379,b25020940
u59138468,b49061555
u49729340,b56550745
u76676202,b15936866
u01713024,b15268547
u94663445,b17585340
u09727257,b11811577
u01121757,b29376205
u51757424,b37848013
u53669061,b88949884
u27319897,b52485134
u33756658,b22652791
u13196725,b87109554
u40622011,b79253970
u10486680,b89468718
u93420918,b82160575
u51906182,b02981164
u24627448,b48751579
u93851119,b37073691
u06339963,b35855543
u02867072,b01645723
u38447662,b21628629
u94172978,b86350682
u30601002,b54043673
u20358390,b71963343
u46651475,b15574895
u29497834,b59304782
u77626932,b88412014
u01537682,b68936917
u01463099,b70625345
u43720041,b14847928
u16907294,b34448794
u82710976,b62282738
u90608175,b18562445
u46704301,b71599980
u06592677,b70715493
u82991148,b37131612
u69719734,b51211785
u71819251,b24915312
u04967978,b76219626
u67116404,b22338654
u95155936,b58888536
u69400379,b69989437
u03534814,b57631671
u85724496,b39903678
u13677665,b70526041
u40533774,b56702712
u09954284,b53876123
u39690573,b18722570
u97438141,b14888446
u61584202,b81323559
u52239846,b02278324
u91053094,b78647061
u34422383,b82618642
u19058908,b11516322
u02389632,b40046591
u97823362,b57648127
u95274588,b44991539
u40921921,b80479144
u12291646,b97302773
u53895808,b37525788
u75969820,b66589302
u65410337,b14001200
u59486322,b95029273
u41527341,b21221262
u93262456,b19867465
u46290104,b67584295
u79285452,b90593106
u05394637,b34348391
u09479839,b02061575
u81551682,b23965963
u99650678,b33989802
u45707540,b86254243
u92429237,b36833404
u77336378,b23178736
u44041448,b49553867
u17499045,b11473234
u07046778,b31215424
u66678902,b09589765
u40678161,b64858692
u22739669,b83206128
u01796298,b70912031
u91826065,b72863745
u61002607,b25773463
u92630863,b77570144
u83369196,b75608279
u17340087,b08545824
u19778297,b55474931
u01085858,b55106604
u13895467,b59126161
u59765453,b03946791
u06118675,b99196780
u93652638,b36903585
u84493801,b41177965
u45099992,b26138336
u34719751,b60495852
u05715573,b65626007
u54632797,b95816463
u74810169,b23488297
u66379081,b24116940
u37846544,b85972754
u09965774,b20187448
u21708466,b83277646
u83191010,b79253970
u95165766,b75286945
u97061700,b66443954
u18955411,b61652439
u77321296,b71760156
u38310234,b92010491
u50842674,b18939723
u34388414,b79601676
u98761834,b72005521
u65975474,b23676302
u26177092,b42634152
u76988304,b36231626
u66284888,b67603049
u04141420,b33903888
u21089934,b14689682
u35997396,b61372131
u99143146,b06429920
u79190938,b30331659
u10126226,b41273391
u31969350,b96367742
u01463099,b52467549
u16173129,b14547631
u31141699,b08004121
u92752239,b40527915
u77007821,b47792454
u60396492,b56105038
u77503572,b29802159
u03720096,b50453414
u29181318,b88978481
u87891022,b39126300
u69856815,b73508249
u61677470,b05228534
u62269863,b31362596
u38382972,b63796693
u89149123,b47209995
u83827127,b20252762
u56721037,b38214177
u83596510,b10017690
u01150133,b27749148
u62429937,b11032443
u53569052,b68397888
u05862528,b39613729
u08188097,b17335000
u61830664,b38141876
u18595818,b15761482
u10732658,b76473315
u24212635,b99503422
u03165092,b34636892
u25772268,b94115384
u03222960,b90724246
u55886139,b99502898
u06568103,b39029282
u15831186,b96794654
u51719432,b11473234
u28177574,b19867465
u26144928,b44887521
u05039268,b07857410
u19335401,b31230544
u96157592,b31940706
u13670496,b10940603
u68515671,b43253694
u40884330,b63721105
u18930227,b84248014
u22480048,b80952577
u80712308,b81978429
u83962830,b20463547
u43302520,b27702770
u13602937,b04763192
u76484706,b63984685
u09250377,b75275963
u21345561,b56915887
u05387553,b72127174
u03859683,b04797457
u59698276,b89109702
u54497626,b81112564
u10890220,b65332935
u44660670,b09258556
u56554521,b31687952
u78677764,b79975924
u91893028,b79479496
u10759421,b05051783
u31794811,b30038278
u65135412,b51485694
u27644855,b08910064
u12823222,b49452303
u06477066,b61607837
u28021760,b12601599
u70088434,b48132407
u87513228,b17522769
u19357278,b05154189
u38405252,b56679875
u89694806,b26319454
u37750229,b92324747
u47234321,b50453414
u71890522,b21458320
u49506272,b65411088
u79446223,b12315103
u65935295,b81268070
u35382489,b60950824
u68888758,b90008718
u75985457,b78196617
u84659559,b19867465
u61413553,b08157430
u13130348,b70664431
u68789306,b31414608
u72740956,b82890607
u53388284,b11814131
u50101416,b41658600
u05455335,b97302773
u33758723,b25797574
u52170263,b80053887
u70681453,b51667255
u90609631,b04821192
u86116241,b02061122
u45633140,b57649350
u64299020,b50483911
u42789744,b27155904
u87683811,b46365271
u06134167,b91648936
u02068069,b18896180
u61293472,b38525284
u91952356,b55260914
u88375036,b68552097
u72996246,b52633024
u80330197,b46025192
u41219321,b32751556
u52901778,b86233666
u70609334,b23945453
u41604785,b44771634
u51877743,b80921688
u79736122,b79253645
u13400944,b74443023
u46473683,b86376623
u58881323,b88733051
u83270826,b52648851
u79386925,b08349503
u79452640,b79815294
u24211784,b48335940
u74792319,b65514198
u22180765,b71399591
u45432198,b63603925
u90113167,b92726188
u59191201,b78052327
u43970542,b43253434
u05502408,b12478342
u46410733,b60142959
u74449424,b44136369
u04343293,b40171933
u37588681,b08004121
u68621076,b61652439
u95598132,b62470547
u02881160,b76264408
u97969120,b59032154
u99818116,b13832168
u93142423,b42853273
u24380014,b13830084
u47622362,b95822040
u76676202,b75029011
u17995223,b28287130
u99396642,b76757424
u67672492,b92917108
u82515184,b70021124
u53423006,b40615505
u57372506,b24247291
u29284135,b84938583
u65010306,b19822827
u77904874,b80479144
u53579103,b72070828
u40271177,b58132116
u18737911,b50274772
u60842214,b09777918
u94015575,b61409403
u76990456,b02061575
u42737892,b22254498
u17395352,b90267046
u11775933,b76879592
u95277084,b26940296
u59803582,b75611655
u06498934,b10940603
u59354254,b85323459
u48232475,b03812811
u71990748,b58821782
u25624112,b38630035
u36007294,b43173083
u07938568,b96858256
u11067741,b78431760
u01085858,b53690209
u99667952,b52648851
u81551682,b21349423
u81872730,b33935257
u59682258,b78138072
u65276699,b41987032
u20429654,b11179371
u49354824,b88949884
u95155934,b14574218
u27777601,b72223376
u14300648,b93745301
u92627476,b12986341
u99446749,b33989802
u72463811,b72374633
u38280585,b26138336
u30644325,b41516337
u02508234,b17604493
u87711641,b44711938
u17010594,b27975191
u44042166,b57055452
u69809602,b24264133
u59181902,b49817808
u88847878,b78008834
u53397776,b74770858
u25425477,b11292572
u61998161,b74200835
u95293427,b73098962
u23330314,b89115141
u68207059,b89001351
u96157592,b22522904
u53428465,b11044739
u20147182,b54640325
u06154889,b36465673
u15108166,b41394080
u42789210,b58139174
u58390138,b18828736
u91386571,b15624545
u14312515,b37466269
u40698612,b02437337
u08237580,b43143253
u59497814,b39837030
u70978959,b82203807
u88666562,b18469261
u89287237,b54851751
u73973011,b34412831
u63443746,b88225296
u49906594,b24660960
u69419957,b31603999
u72738230,b52842739
u99678054,b27543737
u82034362,b33110278
u87173559,b93780977
u25121669,b55720130
u45648496,b55916323
u73405112,b89024434
u06770464,b41105813
u29199379,b79619792
u24087748,b44313026
u64745571,b87439329
u92078966,b38905954
u93986505,b35891508
u79247626,b91668729
u06728914,b33432705
u99866287,b83206128
u41527341,b26418138
u79472970,b79601676
u88478795,b67030393
u13824774,b26783178
u99038663,b70912031
u08377394,b89115141
u16581859,b89817655
u64626460,b11689530
u59197475,b22078248
u14990703,b36224199
u60290780,b81907672
u53083704,b60040111
u00997138,b08545824
u86782301,b62761201
u98639066,b74950254
u03453503,b35903987
u79533904,b94383697
u57647902,b99127585
u82551482,b12151882
u70863551,b05231805
u73029652,b29576446
u37361788,b95456465
u31795066,b54729838
u78352747,b50107663
u05784807,b50014651
u80899382,b73543635
u98287193,b61372131
u15695801,b24802633
u15976644,b08216926
u81733782,b16250758
u81782380,b19822827
u25671544,b14946368
u21188040,b12894375
u51282896,b93997659
u42699866,b81900502
u22012990,b59564798
u33967982,b82664640
u82281607,b14848528
u57158497,b22987468
u25878857,b52499583
u05243050,b87559471
u19860378,b17557369
u71608930,b89799934
u78595221,b95130898
u07046778,b61372131
u35637878,b21546847
u74163226,b83251519
u74427616,b34041135
u49142547,b28519607
u43051065,b30331659
u01192303,b72717928
u89955076,b28190473
u20901577,b19867465
u15694665,b62223240
u40379391,b35020640
u94010999,b11065084
u13537526,b52217488
u38310234,b52455485
u65320942,b82906514
u84602238,b03719497
u12774703,b57766998
u30625099,b31024771
u55353683,b61454811
u25680174,b42371178
u55151260,b69594380
u82132919,b66409189
u80546055,b16565793
u15563742,b59575409
u17494756,b12442287
u69594559,b62664032
u41470794,b16659902
u39549809,b93745301
u76296850,b74418157
u53496611,b05334612
u68478630,b41790290
u11701742,b27545570
u48835536,b63622997
u70885033,b61372131
u99289732,b80583331
u12063022,b31475886
u99014431,b96972770
u66716289,b65697604
u78774290,b00767569
u60467883,b66983425
u91954131,b19113128
u05921686,b89449410
u76049809,b46584434
u99293848,b59953121
u53536770,b06831882
u97517177,b74099292
u28069070,b37857625
u69675495,b70929698
u68224274,b61679036
u55963896,b81940295
u93904689,b47821322
u24731310,b21674268
u09486655,b53507756
u04133017,b96541726
u49754877,b61540818
u22051947,b59152530
u84569363,b56879260
u28411476,b14241246
u94323449,b64538575
u55329870,b26960566
u85085361,b27238014
u06339963,b73175591
u60445922,b16568915
u91826065,b99719030
u45018118,b46006537
u77458325,b69822524
u76493916,b36064815
u97969120,b45151862
u68200910,b74929101
u13494007,b14871033
u57241376,b02149667
u18138422,b88947899
u90183936,b38532418
u61002607,b08545824
u07136822,b84216708
u24547087,b89572033
u45468035,b11256074
u02627222,b98106048
u51033363,b48948852
u47020475,b42851192
u78487356,b70026837
u71277850,b41399471
u67284071,b57470474
u36386147,b17138341
u43720041,b79253970
u13081439,b94020277
u36034167,b54987031
u56733818,b26138336
u14729163,b40965294
u84917404,b46452411
u22001970,b09999423
u97087817,b23676302
u77056533,b93974923
u61311780,b66678855
u90243320,b88947899
u08679598,b12526023
u00451291,b98115511
u36839124,b06802134
u98003965,b03222403
u23632588,b81900502
u89999370,b00192663
u90152363,b41503394
u64851124,b50477077
u20851233,b63332173
u15831186,b04721713
u01808615,b14990943
u62959598,b20144597
u53579103,b06766591
u86819538,b40737971
u79938460,b43407555
u29254197,b67547057
u32114573,b52929604
u35948326,b95822040
u75161107,b62617887
u72783734,b15490346
u20792456,b32566952
u88340277,b62325202
u04645720,b87328001
u31076268,b47931880
u34768480,b80730701
u30842984,b04670551
u36591221,b67477720
u24500253,b68605354
u92445517,b93997659
u95255205,b55038744
u18241962,b87484177
u40519029,b03719223
u88096373,b04555237
u79754958,b70912031
u79886506,b56751792
u58135481,b87068336
u86433540,b34058133
u54434843,b18591671
u40061336,b44735965
u58279293,b26385014
u03476582,b14851058
u91049494,b64672912
u70409576,b19494868
u68803386,b15079100
u96083700,b03062664
u16846255,b83818242
u10658839,b34755064
u06631256,b89863368
u98948142,b79744110
u32593185,b15574895
u43178181,b99079714
u61920359,b30048574
u77429543,b86603263
u61657634,b05879741
u41147846,b04084564
u13824774,b34532932
u80402099,b06439034
u99402672,b15357546
u46162837,b53808682
u93594365,b71887242
u35627231,b67877559
u25580105,b41387160
u09329935,b22507296
u36730665,b29013369
u71897359,b88947899
u53202708,b41194763
u32738192,b09365531
u19409927,b86746458
u20654763,b56757068
u31539488,b58047773
u78487356,b59192498
u26441030,b65522865
u95463553,b15824026
u54302363,b40594092
u66970209,b37788659
u03946059,b11065084
u00309902,b75029011
u23367154,b58632675
u01693462,b56466462
u79993549,b80294058
u51733361,b49734818
u30610661,b02690733
u27199206,b32394996
u86942094,b51601900
u91535781,b89572033
u03036443,b29998162
u97690297,b30381917
u24499403,b88733051
u94240321,b61708853
u95208709,b71492235
u66685714,b80663565
u37592896,b96308014
u86399926,b98514694
u73005376,b15453587
u01094845,b05124623
u28180781,b83439687
u66310181,b96748149
u52553170,b48343969
u77212752,b87109554
u83956470,b64728084
u41880097,b14632405
u02847996,b52523183
u72120460,b89860106
u42466222,b17585340
u02697725,b41273391
u96432194,b14241246
u49738203,b20071798
u16527657,b35262556
u83369196,b31885342
u81204618,b16474359
u00109880,b40598851
u87857877,b51791070
u75422915,b40809211
u57945083,b74961301
u80180591,b15264750
u67999292,b04820955
u86340800,b47971024
u20110142,b99881367
u00171756,b48285530
u37146560,b29802159
u00451291,b06220705
u61148576,b88913872
u26550736,b80616100
u89685883,b89251055
u03789710,b41361390
u91260617,b86889066
u00679468,b70912031
u55441960,b05216910
u18569091,b99079714
u55438986,b00676120
u87890389,b50522749
u40924480,b74938144
u98357303,b39183217
u70181168,b15574895
u07702612,b94989213
u94281399,b81697368
u15369054,b69945803
u63688373,b13162648
u52427655,b00525842
u31607907,b37351373
u27484565,b15201252
u12698847,b78377250
u96089441,b50851932
u91260617,b06313374
u93090057,b69294942
u25717032,b52170678
u12731621,b64609180
u53287125,b83749692
u26868034,b41402498
u57548898,b34704741
u06117181,b14396129
u78593428,b83458137
u67750003,b37539465
u07940402,b10299423
u54798540,b65411088
u13076721,b10136233
u32615868,b62292824
u25766361,b76473315
u32423960,b21861372
u12394009,b05273419
u46162837,b31988440
u81981700,b27179218
u30383100,b79994865
u62252817,b57640606
u77303699,b62213674
u86490029,b03964990
u48190309,b10136233
u33885441,b08454859
u30383100,b99343396
u06900861,b88172809
u29054321,b24293098
u77195309,b74480513
u57539114,b21674268
u39437062,b27107887
u86595574,b66602320
u87369472,b25373855
u55403460,b28404273
u07807746,b55685057
u16113806,b95113879
u98088620,b97696790
u64836993,b44119224
u57722843,b77424871
u46893046,b93043249
u93917517,b38594218
u28814231,b70055485
u00700270,b10638923
u97921066,b61372131
u76776251,b31353181
u71501754,b78008834
u68046015,b48994264
u25643870,b36542433
u28230230,b70055485
u68136817,b22760520
u26582786,b74821603
u33148420,b15079100
u39963432,b26255519
u98238305,b71927035
u87183354,b80080677
u49123328,b80167569
u79898952,b90430709
u94393607,b35750024
u98977322,b33110278
u56436149,b38422937
u08455126,b93239080
u21455793,b74214703
u34480142,b28801125
u69973578,b38802705
u40885931,b41911894
u48759176,b71827801
u05708131,b40260602
u09182074,b75007676
u24357683,b70912031
u06594112,b78288340
u21194357,b22634453
u38054465,b50275880
u27644855,b51191220
u73560915,b45932065
u07786387,b90720538
u28096069,b54446861
u30913945,b59203159
u27598914,b99246476
u47435641,b14851058
u21325396,b68621921
u92238010,b53423202
u87764248,b36754274
u50607978,b73029799
u27196378,b53683755
u54301402,b37388370
u17844283,b80719023
u31716795,b38030355
u33148420,b79928088
u37743692,b86480331
u81749368,b12757070
u46163037,b56740013
u29860189,b18457461
u86432049,b29802159
u30842984,b92068221
u85197890,b79928088
u43012106,b19867465
u83939595,b73347947
u12123643,b54721829
u83595784,b75781381
u09618133,b48052160
u74182060,b74821603
u18480183,b15854967
u21569669,b55177800
u46524447,b96858256
u90257184,b29738200
u85882320,b51286612
u34480142,b68181496
u07431008,b27543737
u85964203,b28801125
u26363665,b43892559
u22012990,b90724246
u80501769,b44377908
u96700934,b34991814
u45515803,b96921455
u50363389,b71069695
u66633886,b33243384
u88200049,b73316399
u23083887,b76493711
u01738849,b88785299
u88150469,b80479144
u73871020,b27179218
u27405551,b08349503
u79419581,b03961467
u06577124,b04384885
u17030691,b72572643
u58155898,b09559728
u23039417,b88947899
u10749976,b66132701
u93459297,b99127585
u67915401,b24293098
u63649960,b09123488
u61441784,b07239282
u01996740,b32439426
u68877525,b36297650
u37361788,b45230344
u39637712,b08797940
u59429793,b97730029
u60138529,b24644027
u00325618,b92589925
u94038052,b57898281
u73864626,b78457511
u96234652,b42439444
u76924730,b20589841
u72920483,b10248186
u34630158,b36595981
u81966865,b66908318
u92295412,b62272237
u75696327,b60423608
u99023845,b17367693
u43313162,b38630035
u92224973,b81819963
u05080780,b71694691
u58581375,b44108993
u11261283,b17054861
u06588019,b86499822
u32045089,b44313026
u34633584,b48018603
u56884364,b15242721
u60331535,b18378777
u57054723,b92723432
u84087070,b98676746
u63406049,b51286612
u76848044,b23267382
u92366677,b77457719
u74844372,b74167560
u94486693,b52217488
u53246589,b25097462
u72751138,b10239804
u65826211,b07812624
u37658505,b31515038
u37846544,b02373235
u20654763,b48813781
u84560515,b08180481
u39513699,b78378773
u40568292,b27963737
u30564099,b54115653
u95274588,b01261072
u33541460,b74189476
u16972854,b75100696
u34411200,b78275112
u29736572,b30038278
u60445922,b68325129
u41184936,b19733783
u46228008,b46195739
u98898126,b00745690
u85174026,b99196780
u85861550,b52217488
u90183936,b55067058
u16105322,b61790818
u52957458,b05473357
u70107026,b44077102
u25733971,b27415894
u35286587,b00722811
u72347883,b20794869
u44271219,b17679700
u88326472,b90109445
u30012825,b18939723
u03738218,b71069695
u98085412,b00524153
u13168714,b94871705
u87581315,b81364920
u14838382,b83795179
u81885908,b44393400
u11291574,b28961368
u97326899,b73085329
u08387827,b05764551
u19425702,b43856284
u40835072,b82679092
u30427955,b10335589
u99681103,b22475341
u01539066,b41793561
u85397099,b37402272
u93489108,b13659180
u89272292,b42934223
u28775705,b96838424
u21240100,b97177380
u04991796,b89859506
u45583685,b90422949
u34940772,b08233764
u40866698,b34668017
u34737220,b27353119
u02660403,b27355370
u95732443,b83439687
u22497171,b56168515
u52656373,b07683840
u66692496,b92457365
u86314993,b43768539
u31229868,b54844775
u52252935,b66468678
u56436384,b73098962
u91724314,b17773724
u66626409,b19867465
u60168919,b65816300
u90608175,b38488125
u16619308,b26897614
u62600234,b95816463
u58490707,b88182084
u97487031,b79928088
u76769289,b96744826
u97019191,b17203966
u67267689,b04222499
u89247781,b40536702
u84965469,b15722276
u71463246,b21557753
u54696647,b26848897
u59838405,b30933014
u45290546,b03721583
u18980267,b53378743
u95274588,b87968866
u60308492,b38075024
u13555505,b25857180
u53652723,b50956783
u88404641,b68009767
u03458163,b36701991
u39768711,b56105038
u05428665,b78457511
u45141426,b49458902
u06077031,b19687370
u31009305,b54247813
u65344269,b02432872
u64087133,b39501581
u16263572,b32921266
u92153266,b60408189
u70384013,b14632405
u05911509,b91904869
u77934442,b48751579
u37141684,b22171882
u59448545,b90358141
u28520652,b23760358
u25116712,b27159885
u11464488,b67810214
u75295987,b31988440
u29877300,b97696790
u56476563,b05154189
u75969820,b78138072
u34115808,b22251914
u05515717,b14447652
u14312515,b84933890
u07286926,b42547638
u03795661,b96689309
u67378864,b23702363
u98549525,b34261873
u71485314,b67957413
u95320523,b54372434
u88131421,b19867465
u64385666,b61832520
u92194707,b15174884
u63406049,b27879411
u21046951,b77508650
u91585390,b43107195
u98576989,b93455552
u32626924,b86033855
u67378864,b64731092
u20015304,b83644107
u45985603,b78776371
u10661380,b52580354
u42414432,b36927496
u52463962,b24793954
u75167879,b86376623
u84762607,b71294015
u52821298,b73085329
u45099992,b47027276
u30296347,b96220809
u42922673,b18705025
u91845111,b20655014
u49757705,b33023213
u14555588,b81471826
u83488641,b82194945
u99293848,b00553199
u22949708,b65222341
u62838336,b57745506
u00049781,b27882595
u99396642,b73802747
u31703453,b64242065
u55878619,b61372131
u03741469,b98761251
u47145091,b65375958
u63251443,b80294058
u16154578,b98702427
u79300731,b13055413
u07200287,b86746458
u84936440,b57808985
u76928935,b07383339
u47943222,b85741718
u91688965,b91504453
u32863415,b57648353
u61126228,b50384790
u38291308,b21491377
u15837532,b70930132
u73572926,b10567312
u00451291,b30331659
u98825270,b20480775
u99466258,b86350682
u22173074,b80204348
u22657768,b16562666
u48880806,b19822827
u25084965,b57002888
u55497766,b21221262
u94015575,b26937304
u83925009,b74034107
u82235035,b64045516
u32176609,b06167371
u99102174,b31362596
u10072383,b49452303
u02029751,b68784920
u71275684,b78275112
u30509085,b86830137
u29914565,b18554458
u55230775,b83317292
u93631944,b93418350
u98947917,b19830299
u74614677,b70849527
u52014614,b96067067
u98826935,b46954369
u53278923,b52648851
u52839618,b40550660
u98476458,b07219308
u53565322,b23760358
